lg,yr,wk,date,tm,g,ga,xg,xga,npxg,npxga,npxgd,xpts,h_a,w,l,d,result,pts
EPL,2016,11,2016-11-06,Watford,1,6,0.771133,4.18366,0.771133,4.18366,-3.412527,0.06620000000000001,a,0,1,0,l,0
EPL,2016,11,2016-11-06,West Bromwich Albion,2,1,0.78196,0.629678,0.78196,0.629678,0.15228200000000003,1.4192,a,1,0,0,w,3
EPL,2016,12,2016-11-19,Arsenal,1,1,0.575813,0.511462,0.575813,0.511462,0.06435100000000005,1.3966,a,0,0,1,d,1
EPL,2016,12,2016-11-19,Bournemouth,1,0,1.2401199999999999,1.60429,1.2401199999999999,0.843118,0.39700199999999986,1.0476,a,1,0,0,w,3
EPL,2016,12,2016-11-19,Crystal Palace,1,2,0.431559,1.39421,0.431559,1.39421,-0.9626509999999999,0.5311,h,0,1,0,l,0
EPL,2016,12,2016-11-19,Everton,1,1,1.54877,1.07471,1.54877,0.31354,1.23523,1.7591,h,0,0,1,d,1
EPL,2016,12,2016-11-19,Hull,0,3,1.25065,0.951511,1.25065,0.951511,0.29913900000000004,1.6113,a,0,1,0,l,0
EPL,2016,12,2016-11-19,Leicester,1,2,1.19686,0.7197,0.435691,0.7197,-0.284009,1.8374000000000001,a,0,1,0,l,0
EPL,2016,12,2016-11-19,Liverpool,0,0,1.68802,0.0942055,1.68802,0.0942055,1.5938145000000001,2.6521,a,0,0,1,d,1
EPL,2016,12,2016-11-19,Manchester City,2,1,1.39421,0.431559,1.39421,0.431559,0.9626509999999999,2.2192,a,1,0,0,w,3
EPL,2016,12,2016-11-19,Manchester United,1,1,0.511462,0.575813,0.511462,0.575813,-0.06435100000000005,1.1680000000000001,h,0,0,1,d,1
EPL,2016,12,2016-11-19,Southampton,0,0,0.0942055,1.68802,0.0942055,1.68802,-1.5938145000000001,0.1921,h,0,0,1,d,1
EPL,2016,12,2016-11-19,Stoke,0,1,1.60429,1.2401199999999999,0.843118,1.2401199999999999,-0.39700199999999986,1.6605,h,0,1,0,l,0
EPL,2016,12,2016-11-19,Sunderland,3,0,0.951511,1.25065,0.951511,1.25065,-0.29913900000000004,1.0958999999999999,h,1,0,0,w,3
EPL,2016,12,2016-11-19,Swansea,1,1,1.07471,1.54877,0.31354,1.54877,-1.23523,0.923,a,0,0,1,d,1
EPL,2016,12,2016-11-19,Tottenham,3,2,2.53396,1.76706,1.77279,1.0059,0.7668900000000001,1.99,h,1,0,0,w,3
EPL,2016,12,2016-11-19,Watford,2,1,0.7197,1.19686,0.7197,0.435691,0.284009,0.8363,h,1,0,0,w,3
EPL,2016,12,2016-11-19,West Ham,2,3,1.76706,2.53396,1.0059,1.77279,-0.7668900000000001,0.7582,a,0,1,0,l,0
EPL,2016,12,2016-11-20,Chelsea,1,0,1.68738,0.55976,1.68738,0.55976,1.12762,2.2786,a,1,0,0,w,3
EPL,2016,12,2016-11-20,Middlesbrough,0,1,0.55976,1.68738,0.55976,1.68738,-1.12762,0.5023,h,0,1,0,l,0
EPL,2016,12,2016-11-22,Burnley,0,4,0.571005,1.40512,0.571005,1.40512,-0.8341149999999999,0.6443,a,0,1,0,l,0
EPL,2016,12,2016-11-22,West Bromwich Albion,4,0,1.40512,0.571005,1.40512,0.571005,0.8341149999999999,2.0702,h,1,0,0,w,3
EPL,2016,13,2016-11-26,Burnley,1,2,0.475642,2.25698,0.475642,2.25698,-1.7813379999999999,0.24050000000000002,h,0,1,0,l,0
EPL,2016,13,2016-11-26,Chelsea,2,1,1.24948,0.422568,1.24948,0.422568,0.8269119999999999,2.1180000000000003,h,1,0,0,w,3
EPL,2016,13,2016-11-26,Crystal Palace,4,5,2.28156,3.3955,2.28156,3.3955,-1.1139400000000004,0.6296999999999999,a,0,1,0,l,0
EPL,2016,13,2016-11-26,Hull,1,1,0.424457,1.40213,0.424457,1.40213,-0.9776730000000001,0.5464,h,0,0,1,d,1
EPL,2016,13,2016-11-26,Leicester,2,2,2.0478,0.425252,0.525466,0.425252,0.10021399999999997,2.6753,h,0,0,1,d,1
EPL,2016,13,2016-11-26,Liverpool,2,0,2.02461,0.291073,1.26344,0.291073,0.9723669999999999,2.6799,h,1,0,0,w,3
EPL,2016,13,2016-11-26,Manchester City,2,1,2.25698,0.475642,2.25698,0.475642,1.7813379999999999,2.6363000000000003,a,1,0,0,w,3
EPL,2016,13,2016-11-26,Middlesbrough,2,2,0.425252,2.0478,0.425252,0.525466,-0.10021399999999997,0.2042,a,0,0,1,d,1
EPL,2016,13,2016-11-26,Sunderland,0,2,0.291073,2.02461,0.291073,1.26344,-0.9723669999999999,0.1938,a,0,1,0,l,0
EPL,2016,13,2016-11-26,Swansea,5,4,3.3955,2.28156,3.3955,2.28156,1.1139400000000004,2.1726,h,1,0,0,w,3
EPL,2016,13,2016-11-26,Tottenham,1,2,0.422568,1.24948,0.422568,1.24948,-0.8269119999999999,0.6015,a,0,1,0,l,0
EPL,2016,13,2016-11-26,West Bromwich Albion,1,1,1.40213,0.424457,1.40213,0.424457,0.9776730000000001,2.2003,a,0,0,1,d,1
EPL,2016,13,2016-11-27,Arsenal,3,1,2.8697,2.0491,2.8697,1.28793,1.58177,1.9242000000000001,h,1,0,0,w,3
EPL,2016,13,2016-11-27,Bournemouth,1,3,2.0491,2.8697,1.28793,2.8697,-1.58177,0.8546999999999999,a,0,1,0,l,0
EPL,2016,13,2016-11-27,Everton,0,1,0.615174,2.80562,0.615174,2.80562,-2.1904459999999997,0.17220000000000002,a,0,1,0,l,0
EPL,2016,13,2016-11-27,Manchester United,1,1,1.44452,0.749388,1.44452,0.749388,0.695132,1.8940000000000001,h,0,0,1,d,1
EPL,2016,13,2016-11-27,Southampton,1,0,2.80562,0.615174,2.80562,0.615174,2.1904459999999997,2.7423,h,1,0,0,w,3
EPL,2016,13,2016-11-27,Stoke,1,0,0.704736,0.541915,0.704736,0.541915,0.162821,1.4641,a,1,0,0,w,3
EPL,2016,13,2016-11-27,Watford,0,1,0.541915,0.704736,0.541915,0.704736,-0.162821,1.1413,h,0,1,0,l,0
EPL,2016,13,2016-11-27,West Ham,1,1,0.749388,1.44452,0.749388,1.44452,-0.695132,0.8305,a,0,0,1,d,1
EPL,2016,14,2016-12-03,Arsenal,5,1,2.96923,0.882486,2.96923,0.882486,2.086744,2.6339,a,1,0,0,w,3
EPL,2016,14,2016-12-03,Burnley,0,2,0.773995,1.12929,0.773995,1.12929,-0.3552949999999999,0.9899,a,0,1,0,l,0
EPL,2016,14,2016-12-03,Chelsea,3,1,1.2848,2.24061,1.2848,2.24061,-0.9558100000000003,0.685,a,1,0,0,w,3
EPL,2016,14,2016-12-03,Crystal Palace,3,0,2.20073,0.764357,2.20073,0.764357,1.4363730000000001,2.5050999999999997,h,1,0,0,w,3
EPL,2016,14,2016-12-03,Leicester,1,2,1.13791,1.4282,1.13791,1.4282,-0.29028999999999994,1.1514,a,0,1,0,l,0
EPL,2016,14,2016-12-03,Manchester City,1,3,2.24061,1.2848,2.24061,1.2848,0.9558100000000003,2.1028000000000002,h,0,1,0,l,0
EPL,2016,14,2016-12-03,Southampton,0,3,0.764357,2.20073,0.764357,2.20073,-1.4363730000000001,0.3466,a,0,1,0,l,0
EPL,2016,14,2016-12-03,Stoke,2,0,1.12929,0.773995,1.12929,0.773995,0.3552949999999999,1.6958,h,1,0,0,w,3
EPL,2016,14,2016-12-03,Sunderland,2,1,1.4282,1.13791,1.4282,1.13791,0.29028999999999994,1.5818999999999999,h,1,0,0,w,3
EPL,2016,14,2016-12-03,Swansea,0,5,0.0342109,3.9767,0.0342109,3.2155300000000002,-3.1813191,8e-4,a,0,1,0,l,0
EPL,2016,14,2016-12-03,Tottenham,5,0,3.9767,0.0342109,3.2155300000000002,0.0342109,3.1813191,2.9983999999999997,h,1,0,0,w,3
EPL,2016,14,2016-12-03,Watford,1,3,1.476,1.17737,1.476,1.17737,0.29862999999999995,1.6287999999999998,a,0,1,0,l,0
EPL,2016,14,2016-12-03,West Bromwich Albion,3,1,1.17737,1.476,1.17737,1.476,-0.29862999999999995,1.0582,h,1,0,0,w,3
EPL,2016,14,2016-12-03,West Ham,1,5,0.882486,2.96923,0.882486,2.96923,-2.086744,0.2546,h,0,1,0,l,0
EPL,2016,14,2016-12-04,Bournemouth,4,3,2.5439600000000002,1.26532,1.78279,1.26532,0.5174700000000001,2.4191000000000003,h,1,0,0,w,3
EPL,2016,14,2016-12-04,Everton,1,1,1.64985,0.541299,0.888683,0.541299,0.347384,2.3563,h,0,0,1,d,1
EPL,2016,14,2016-12-04,Liverpool,3,4,1.26532,2.5439600000000002,1.26532,1.78279,-0.5174700000000001,0.4052,a,0,1,0,l,0
EPL,2016,14,2016-12-04,Manchester United,1,1,0.541299,1.64985,0.541299,0.888683,-0.347384,0.43690000000000007,a,0,0,1,d,1
EPL,2016,14,2016-12-06,Hull,0,1,0.221339,1.94961,0.221339,1.94961,-1.7282710000000001,0.2004,a,0,1,0,l,0
EPL,2016,14,2016-12-06,Middlesbrough,1,0,1.94961,0.221339,1.94961,0.221339,1.7282710000000001,2.6685,h,1,0,0,w,3
EPL,2016,15,2016-12-10,Arsenal,3,1,1.58027,1.29401,1.58027,0.532843,1.047427,1.5396999999999998,h,1,0,0,w,3
EPL,2016,15,2016-12-10,Bournemouth,2,3,1.00194,2.15178,1.00194,2.15178,-1.14984,0.5172,a,0,1,0,l,0
EPL,2016,15,2016-12-10,Burnley,3,2,2.15178,1.00194,2.15178,1.00194,1.14984,2.2767000000000004,h,1,0,0,w,3
EPL,2016,15,2016-12-10,Crystal Palace,3,3,1.50059,2.16649,0.739423,1.40532,-0.6658969999999999,0.873,a,0,0,1,d,1
EPL,2016,15,2016-12-10,Everton,2,3,1.09675,1.49271,1.09675,1.49271,-0.3959600000000001,1.0327000000000002,a,0,1,0,l,0
EPL,2016,15,2016-12-10,Hull,3,3,2.16649,1.50059,1.40532,0.739423,0.6658969999999999,1.8750000000000002,h,0,0,1,d,1
EPL,2016,15,2016-12-10,Leicester,4,2,2.60583,0.970372,2.60583,0.970372,1.635458,2.5126999999999997,h,1,0,0,w,3
EPL,2016,15,2016-12-10,Manchester City,2,4,0.970372,2.60583,0.970372,2.60583,-1.635458,0.3542,a,0,1,0,l,0
EPL,2016,15,2016-12-10,Stoke,1,3,1.29401,1.58027,0.532843,1.58027,-1.047427,1.1731,a,0,1,0,l,0
EPL,2016,15,2016-12-10,Sunderland,0,3,0.672058,2.18185,0.672058,1.42068,-0.7486219999999999,0.33930000000000005,a,0,1,0,l,0
EPL,2016,15,2016-12-10,Swansea,3,0,2.18185,0.672058,1.42068,0.672058,0.7486219999999999,2.5092000000000003,h,1,0,0,w,3
EPL,2016,15,2016-12-10,Watford,3,2,1.49271,1.09675,1.49271,1.09675,0.3959600000000001,1.6915,h,1,0,0,w,3
EPL,2016,15,2016-12-11,Chelsea,1,0,0.551109,0.212574,0.551109,0.212574,0.3385349999999999,1.6332999999999998,h,1,0,0,w,3
EPL,2016,15,2016-12-11,Liverpool,2,2,1.79134,0.64998,1.79134,0.64998,1.14136,2.2429,h,0,0,1,d,1
EPL,2016,15,2016-12-11,Manchester United,1,0,1.04894,0.720341,1.04894,0.720341,0.328599,1.6266999999999998,h,1,0,0,w,3
EPL,2016,15,2016-12-11,Middlesbrough,0,1,0.493941,1.72919,0.493941,1.72919,-1.235249,0.3469,a,0,1,0,l,0
EPL,2016,15,2016-12-11,Southampton,1,0,1.72919,0.493941,1.72919,0.493941,1.235249,2.4456999999999995,h,1,0,0,w,3
EPL,2016,15,2016-12-11,Tottenham,0,1,0.720341,1.04894,0.720341,1.04894,-0.328599,1.0441,a,0,1,0,l,0
EPL,2016,15,2016-12-11,West Bromwich Albion,0,1,0.212574,0.551109,0.212574,0.551109,-0.3385349999999999,0.8572,a,0,1,0,l,0
EPL,2016,15,2016-12-11,West Ham,2,2,0.64998,1.79134,0.64998,1.79134,-1.14136,0.5307999999999999,a,0,0,1,d,1
EPL,2016,16,2016-12-13,Arsenal,1,2,1.3508,1.46034,1.3508,1.46034,-0.10953999999999997,1.2774,a,0,1,0,l,0
EPL,2016,16,2016-12-13,Bournemouth,1,0,0.64118,1.6751,0.64118,1.6751,-1.0339200000000002,0.5264,h,1,0,0,w,3
EPL,2016,16,2016-12-13,Everton,2,1,1.46034,1.3508,1.46034,1.3508,0.10953999999999997,1.4270999999999998,h,1,0,0,w,3
EPL,2016,16,2016-12-13,Leicester,0,1,1.6751,0.64118,1.6751,0.64118,1.0339200000000002,2.2427,a,0,1,0,l,0
EPL,2016,16,2016-12-14,Burnley,0,1,0.923353,1.67016,0.923353,0.694755,0.22859799999999997,0.6274,a,0,1,0,l,0
EPL,2016,16,2016-12-14,Chelsea,1,0,1.22459,0.473979,1.22459,0.473979,0.7506110000000001,1.9969999999999999,a,1,0,0,w,3
EPL,2016,16,2016-12-14,Liverpool,3,0,2.13526,0.161583,2.13526,0.161583,1.9736770000000001,2.7815000000000003,a,1,0,0,w,3
EPL,2016,16,2016-12-14,Middlesbrough,0,3,0.161583,2.13526,0.161583,2.13526,-1.9736770000000001,0.1277,h,0,1,0,l,0
EPL,2016,16,2016-12-14,Sunderland,0,1,0.473979,1.22459,0.473979,1.22459,-0.7506110000000001,0.7037,h,0,1,0,l,0
EPL,2016,16,2016-12-14,West Ham,1,0,1.67016,0.923353,0.694755,0.923353,-0.22859799999999997,2.0371,h,1,0,0,w,3
EPL,2016,16,2016-12-15,Crystal Palace,1,2,0.710324,1.27306,0.710324,1.27306,-0.5627360000000001,0.8220999999999999,h,0,1,0,l,0
EPL,2016,16,2016-12-15,Hull,0,3,0.570636,2.83077,0.570636,2.83077,-2.260134,0.11809999999999998,a,0,1,0,l,0
EPL,2016,16,2016-12-15,Manchester City,2,0,1.62359,0.497462,1.62359,0.497462,1.126128,2.2619,h,1,0,0,w,3
EPL,2016,16,2016-12-15,Manchester United,2,1,1.27306,0.710324,1.27306,0.710324,0.5627360000000001,1.8561999999999999,a,1,0,0,w,3
EPL,2016,16,2016-12-15,Southampton,0,0,0.723114,0.333754,0.723114,0.333754,0.38936000000000004,1.6892,a,0,0,1,d,1
EPL,2016,16,2016-12-15,Stoke,0,0,0.333754,0.723114,0.333754,0.723114,-0.38936000000000004,0.8867,h,0,0,1,d,1
EPL,2016,16,2016-12-15,Swansea,1,3,1.07221,1.78268,1.07221,1.78268,-0.7104699999999999,0.8334,a,0,1,0,l,0
EPL,2016,16,2016-12-15,Tottenham,3,0,2.83077,0.570636,2.83077,0.570636,2.260134,2.8109,h,1,0,0,w,3
EPL,2016,16,2016-12-15,Watford,0,2,0.497462,1.62359,0.497462,1.62359,-1.126128,0.5047999999999999,a,0,1,0,l,0
EPL,2016,16,2016-12-15,West Bromwich Albion,3,1,1.78268,1.07221,1.78268,1.07221,0.7104699999999999,1.8986999999999998,h,1,0,0,w,3
EPL,2016,17,2016-12-17,Chelsea,1,0,0.81444,0.356331,0.81444,0.356331,0.45810900000000004,1.7385,a,1,0,0,w,3
EPL,2016,17,2016-12-17,Crystal Palace,0,1,0.356331,0.81444,0.356331,0.81444,-0.45810900000000004,0.8538,h,0,1,0,l,0
EPL,2016,17,2016-12-17,Hull,0,1,1.13479,1.92151,1.13479,1.16034,-0.02554999999999996,0.7638,a,0,1,0,l,0
EPL,2016,17,2016-12-17,Leicester,2,2,1.25572,2.518,1.25572,1.75683,-0.5011099999999999,0.4891,a,0,0,1,d,1
EPL,2016,17,2016-12-17,Manchester United,2,0,0.983306,0.600426,0.983306,0.600426,0.38288,1.7039,a,1,0,0,w,3
EPL,2016,17,2016-12-17,Middlesbrough,3,0,1.71549,0.602249,0.954322,0.602249,0.35207299999999997,2.3325,h,1,0,0,w,3
EPL,2016,17,2016-12-17,Stoke,2,2,2.518,1.25572,1.75683,1.25572,0.5011099999999999,2.3251,h,0,0,1,d,1
EPL,2016,17,2016-12-17,Sunderland,1,0,1.13526,1.07552,1.13526,1.07552,0.059739999999999904,1.367,h,1,0,0,w,3
EPL,2016,17,2016-12-17,Swansea,0,3,0.602249,1.71549,0.602249,0.954322,-0.35207299999999997,0.46620000000000006,a,0,1,0,l,0
EPL,2016,17,2016-12-17,Watford,0,1,1.07552,1.13526,1.07552,1.13526,-0.059739999999999904,1.2896,a,0,1,0,l,0
EPL,2016,17,2016-12-17,West Bromwich Albion,0,2,0.600426,0.983306,0.600426,0.983306,-0.38288,0.9458,h,0,1,0,l,0
EPL,2016,17,2016-12-17,West Ham,1,0,1.92151,1.13479,1.16034,1.13479,0.02554999999999996,1.9965000000000002,h,1,0,0,w,3
EPL,2016,17,2016-12-18,Arsenal,1,2,0.609893,1.5186,0.609893,1.5186,-0.9087069999999999,0.6143000000000001,a,0,1,0,l,0
EPL,2016,17,2016-12-18,Bournemouth,1,3,0.492912,1.69451,0.492912,1.69451,-1.201598,0.3379,h,0,1,0,l,0
EPL,2016,17,2016-12-18,Burnley,1,2,1.17031,1.50755,1.17031,1.50755,-0.33724,1.1479,a,0,1,0,l,0
EPL,2016,17,2016-12-18,Manchester City,2,1,1.5186,0.609893,1.5186,0.609893,0.9087069999999999,2.1104000000000003,h,1,0,0,w,3
EPL,2016,17,2016-12-18,Southampton,3,1,1.69451,0.492912,1.69451,0.492912,1.201598,2.4754,a,1,0,0,w,3
EPL,2016,17,2016-12-18,Tottenham,2,1,1.50755,1.17031,1.50755,1.17031,0.33724,1.5601,h,1,0,0,w,3
EPL,2016,17,2016-12-20,Everton,0,1,0.456788,1.87823,0.456788,1.87823,-1.421442,0.3264,h,0,1,0,l,0
EPL,2016,17,2016-12-20,Liverpool,1,0,1.87823,0.456788,1.87823,0.456788,1.421442,2.499,a,1,0,0,w,3
EPL,2016,18,2016-12-26,Arsenal,1,0,1.97881,0.687502,1.97881,0.687502,1.291308,2.3027,h,1,0,0,w,3
EPL,2016,18,2016-12-26,Bournemouth,0,3,0.650942,1.71303,0.650942,0.95186,-0.300918,0.48579999999999995,a,0,1,0,l,0
EPL,2016,18,2016-12-26,Burnley,1,0,0.275704,0.698814,0.275704,0.698814,-0.42311000000000004,0.8097000000000001,h,1,0,0,w,3
EPL,2016,18,2016-12-26,Chelsea,3,0,1.71303,0.650942,0.95186,0.650942,0.300918,2.2879000000000005,h,1,0,0,w,3
EPL,2016,18,2016-12-26,Crystal Palace,1,1,1.53834,0.959496,0.777174,0.198327,0.578847,1.8956,a,0,0,1,d,1
EPL,2016,18,2016-12-26,Everton,2,0,1.25512,0.377464,1.25512,0.377464,0.877656,2.1938,a,1,0,0,w,3
EPL,2016,18,2016-12-26,Hull,0,3,0.350069,2.22237,0.350069,1.4612,-1.111131,0.1577,h,0,1,0,l,0
EPL,2016,18,2016-12-26,Leicester,0,2,0.377464,1.25512,0.377464,1.25512,-0.877656,0.5357000000000001,h,0,1,0,l,0
EPL,2016,18,2016-12-26,Manchester City,3,0,2.22237,0.350069,1.4612,0.350069,1.111131,2.7431,a,1,0,0,w,3
EPL,2016,18,2016-12-26,Manchester United,3,1,2.32117,0.488541,2.32117,0.488541,1.8326289999999998,2.5771,h,1,0,0,w,3
EPL,2016,18,2016-12-26,Middlesbrough,0,1,0.698814,0.275704,0.698814,0.275704,0.42311000000000004,1.7597999999999998,a,0,1,0,l,0
EPL,2016,18,2016-12-26,Sunderland,1,3,0.488541,2.32117,0.488541,2.32117,-1.8326289999999998,0.2905,a,0,1,0,l,0
EPL,2016,18,2016-12-26,Swansea,1,4,0.954864,3.40585,0.954864,3.40585,-2.450986,0.1653,h,0,1,0,l,0
EPL,2016,18,2016-12-26,Watford,1,1,0.959496,1.53834,0.198327,0.777174,-0.578847,0.7691,h,0,0,1,d,1
EPL,2016,18,2016-12-26,West Bromwich Albion,0,1,0.687502,1.97881,0.687502,1.97881,-1.291308,0.4832,a,0,1,0,l,0
EPL,2016,18,2016-12-26,West Ham,4,1,3.40585,0.954864,3.40585,0.954864,2.450986,2.7597000000000005,a,1,0,0,w,3
EPL,2016,18,2016-12-27,Liverpool,4,1,1.66669,0.389104,1.66669,0.389104,1.2775859999999999,2.4064,h,1,0,0,w,3
EPL,2016,18,2016-12-27,Stoke,1,4,0.389104,1.66669,0.389104,1.66669,-1.2775859999999999,0.38859999999999995,a,0,1,0,l,0
EPL,2016,18,2016-12-28,Southampton,1,4,0.403743,1.61035,0.403743,0.849177,-0.44543399999999994,0.38130000000000003,h,0,1,0,l,0
EPL,2016,18,2016-12-28,Tottenham,4,1,1.61035,0.403743,0.849177,0.403743,0.44543399999999994,2.4221999999999997,a,1,0,0,w,3
EPL,2016,19,2016-12-31,Bournemouth,3,0,2.43608,0.515218,2.43608,0.515218,1.920862,2.6917,a,1,0,0,w,3
EPL,2016,19,2016-12-31,Burnley,4,1,2.72471,0.465701,1.96354,0.465701,1.4978390000000001,2.7944,h,1,0,0,w,3
EPL,2016,19,2016-12-31,Chelsea,4,2,1.94737,0.858417,1.94737,0.858417,1.088953,2.1819,h,1,0,0,w,3
EPL,2016,19,2016-12-31,Everton,2,2,1.27757,0.852585,1.27757,0.852585,0.42498500000000006,1.7003,a,0,0,1,d,1
EPL,2016,19,2016-12-31,Hull,2,2,0.852585,1.27757,0.852585,1.27757,-0.42498500000000006,1.0067,h,0,0,1,d,1
EPL,2016,19,2016-12-31,Leicester,1,0,1.10842,1.58333,1.10842,1.58333,-0.47490999999999994,1.0183,h,1,0,0,w,3
EPL,2016,19,2016-12-31,Liverpool,1,0,0.256825,0.352445,0.256825,0.352445,-0.09561999999999998,1.0969000000000002,h,1,0,0,w,3
EPL,2016,19,2016-12-31,Manchester City,0,1,0.352445,0.256825,0.352445,0.256825,0.09561999999999998,1.3117,a,0,1,0,l,0
EPL,2016,19,2016-12-31,Manchester United,2,1,2.53996,0.64492,2.53996,0.64492,1.8950400000000003,2.5581,h,1,0,0,w,3
EPL,2016,19,2016-12-31,Middlesbrough,1,2,0.64492,2.53996,0.64492,2.53996,-1.8950400000000003,0.30720000000000003,a,0,1,0,l,0
EPL,2016,19,2016-12-31,Southampton,1,2,0.371668,0.6675,0.371668,0.6675,-0.295832,0.9661,h,0,1,0,l,0
EPL,2016,19,2016-12-31,Stoke,2,4,0.858417,1.94737,0.858417,1.94737,-1.088953,0.5958,a,0,1,0,l,0
EPL,2016,19,2016-12-31,Sunderland,1,4,0.465701,2.72471,0.465701,1.96354,-1.4978390000000001,0.13190000000000002,a,0,1,0,l,0
EPL,2016,19,2016-12-31,Swansea,0,3,0.515218,2.43608,0.515218,2.43608,-1.920862,0.2005,h,0,1,0,l,0
EPL,2016,19,2016-12-31,West Bromwich Albion,2,1,0.6675,0.371668,0.6675,0.371668,0.295832,1.5958,a,1,0,0,w,3
EPL,2016,19,2016-12-31,West Ham,0,1,1.58333,1.10842,1.58333,1.10842,0.47490999999999994,1.7197,a,0,1,0,l,0
EPL,2016,19,2017-01-01,Arsenal,2,0,1.67138,0.221469,1.67138,0.221469,1.4499110000000002,2.5104,h,1,0,0,w,3
EPL,2016,19,2017-01-01,Crystal Palace,0,2,0.221469,1.67138,0.221469,1.67138,-1.4499110000000002,0.30179999999999996,a,0,1,0,l,0
EPL,2016,19,2017-01-01,Tottenham,4,1,3.06509,1.26331,3.06509,1.26331,1.8017800000000002,2.5328,a,1,0,0,w,3
EPL,2016,19,2017-01-01,Watford,1,4,1.26331,3.06509,1.26331,3.06509,-1.8017800000000002,0.3329,h,0,1,0,l,0
EPL,2016,20,2017-01-02,Burnley,1,2,0.642111,0.617412,0.642111,0.617412,0.024699000000000026,1.3123,a,0,1,0,l,0
EPL,2016,20,2017-01-02,Everton,3,0,2.34997,1.01083,1.5888,1.01083,0.5779700000000001,2.393,h,1,0,0,w,3
EPL,2016,20,2017-01-02,Hull,1,3,0.992341,0.883566,0.992341,0.883566,0.10877500000000007,1.4347999999999999,a,0,1,0,l,0
EPL,2016,20,2017-01-02,Leicester,0,0,0.477078,0.697108,0.477078,0.697108,-0.22002999999999995,1.0327,a,0,0,1,d,1
EPL,2016,20,2017-01-02,Liverpool,2,2,2.332,1.91057,2.332,0.388234,1.9437659999999999,1.6799,a,0,0,1,d,1
EPL,2016,20,2017-01-02,Manchester City,2,1,0.617412,0.642111,0.617412,0.642111,-0.024699000000000026,1.2859,h,1,0,0,w,3
EPL,2016,20,2017-01-02,Manchester United,2,0,1.64905,0.799911,1.64905,0.799911,0.8491389999999999,2.1483999999999996,a,1,0,0,w,3
EPL,2016,20,2017-01-02,Middlesbrough,0,0,0.697108,0.477078,0.697108,0.477078,0.22002999999999995,1.5379,h,0,0,1,d,1
EPL,2016,20,2017-01-02,Southampton,0,3,1.01083,2.34997,1.01083,1.5888,-0.5779700000000001,0.43970000000000004,a,0,1,0,l,0
EPL,2016,20,2017-01-02,Sunderland,2,2,1.91057,2.332,0.388234,2.332,-1.9437659999999999,1.0406,h,0,0,1,d,1
EPL,2016,20,2017-01-02,West Bromwich Albion,3,1,0.883566,0.992341,0.883566,0.992341,-0.10877500000000007,1.2302,h,1,0,0,w,3
EPL,2016,20,2017-01-02,West Ham,0,2,0.799911,1.64905,0.799911,1.64905,-0.8491389999999999,0.5857,h,0,1,0,l,0
EPL,2016,20,2017-01-03,Arsenal,3,3,1.12629,1.55859,1.12629,0.79742,0.32887,0.9812,a,0,0,1,d,1
EPL,2016,20,2017-01-03,Bournemouth,3,3,1.55859,1.12629,0.79742,1.12629,-0.32887,1.7332999999999998,h,0,0,1,d,1
EPL,2016,20,2017-01-04,Crystal Palace,1,2,0.331276,1.18905,0.331276,1.18905,-0.8577739999999999,0.5538000000000001,h,0,1,0,l,0
EPL,2016,20,2017-01-04,Stoke,2,0,1.85359,0.510395,1.85359,0.510395,1.3431950000000001,2.4779999999999998,h,1,0,0,w,3
EPL,2016,20,2017-01-04,Swansea,2,1,1.18905,0.331276,1.18905,0.331276,0.8577739999999999,2.1603,a,1,0,0,w,3
EPL,2016,20,2017-01-04,Watford,0,2,0.510395,1.85359,0.510395,1.85359,-1.3431950000000001,0.3495,a,0,1,0,l,0
EPL,2016,20,2017-01-05,Chelsea,0,2,0.912754,1.00945,0.912754,1.00945,-0.096696,1.2248999999999999,a,0,1,0,l,0
EPL,2016,20,2017-01-05,Tottenham,2,0,1.00945,0.912754,1.00945,0.912754,0.096696,1.4436,h,1,0,0,w,3
EPL,2016,21,2017-01-14,Arsenal,4,0,2.31811,0.488485,2.31811,0.488485,1.8296249999999998,2.6768,a,1,0,0,w,3
EPL,2016,21,2017-01-14,Bournemouth,1,3,1.43455,1.18904,0.673383,1.18904,-0.5156570000000001,1.5775000000000001,a,0,1,0,l,0
EPL,2016,21,2017-01-14,Burnley,1,0,0.464555,0.962065,0.464555,0.962065,-0.49750999999999995,0.857,h,1,0,0,w,3
EPL,2016,21,2017-01-14,Chelsea,3,0,0.738826,0.179144,0.738826,0.179144,0.559682,1.9153,a,1,0,0,w,3
EPL,2016,21,2017-01-14,Crystal Palace,0,3,1.06181,1.72338,1.06181,1.72338,-0.66157,0.7354,a,0,1,0,l,0
EPL,2016,21,2017-01-14,Hull,3,1,1.18904,1.43455,1.18904,0.673383,0.5156570000000001,1.1092,h,1,0,0,w,3
EPL,2016,21,2017-01-14,Leicester,0,3,0.179144,0.738826,0.179144,0.738826,-0.559682,0.6538,h,0,1,0,l,0
EPL,2016,21,2017-01-14,Middlesbrough,0,0,0.325347,0.835827,0.325347,0.835827,-0.51048,0.7764,a,0,0,1,d,1
EPL,2016,21,2017-01-14,Southampton,0,1,0.962065,0.464555,0.962065,0.464555,0.49750999999999995,1.7849,a,0,1,0,l,0
EPL,2016,21,2017-01-14,Stoke,3,1,1.22897,1.1365,1.22897,1.1365,0.09246999999999983,1.4151,a,1,0,0,w,3
